owner	returnNo	orderNo	paymentCode	returnType	shippingAgent	customerNo	bill_customerNo	shipmentDate	postingDate
IW	Ret000150	ORD000849	BILL	CUSTOMER_RA	DHL	KNR828010	KNR828010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000151	ORD000480	BILL	CUSTOMER_RA	DHL	KNR374010	KNR374010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000152	ORD000317	BILL	CUSTOMER_RA	HERMES	KNR413010	KNR413010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000153	ORD000533	BILL	CUSTOMER_RA	DHL	KNR425010	KNR425010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000158	ORD000997	BILL	CUSTOMER_RA	DHL	KNR369010	KNR369010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000161	ORD000961	BILL	CUSTOMER_RA	DHL	KNR039010	KNR039010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000162	ORD000825	BILL	CUSTOMER_RA	DHL	KNR608010	KNR608010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000164	ORD001029	BILL	CUSTOMER_RA	DHL	KNR399010	KNR399010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000165	ORD000510	BILL	CUSTOMER_RA	DHL	KNR305010	KNR305010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000166	ORD000699	BILL	CUSTOMER_RA	DHL	KNR486010	KNR486010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000168	ORD000641	BILL	CUSTOMER_RA	DHL	KNR036010	KNR036010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000169	ORD000637	BILL	CUSTOMER_RA	DHL	KNR626010	KNR626010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000172	ORD000382	BILL	CUSTOMER_RA	DHL	KNR673010	KNR673010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000175	ORD000588	BILL	CUSTOMER_RA	HERMES	KNR975010	KNR975010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000176	ORD000861	BILL	CUSTOMER_RA	DHL	KNR048010	KNR048010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000177	ORD000490	BILL	CUSTOMER_RA	DHL	KNR384010	KNR384010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000178	ORD000337	BILL	CUSTOMER_RA	DHL	KNR333010	KNR333010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000179	ORD000337	BILL	CUSTOMER_RA	DHL	KNR333010	KNR333010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000180	ORD000288	BILL	CUSTOMER_RA	DHL	KNR582010	KNR582010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000184	ORD000384	BILL	CUSTOMER_RA	DHL	KNR873010	KNR873010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000192	ORD000976	BILL	CUSTOMER_RA	DHL	KNR449010	KNR449010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000199	ORD000348	BILL	CUSTOMER_RA	DHL	KNR443010	KNR443010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000205	ORD000789	BILL	CUSTOMER_RA	DHL	KNR377010	KNR377010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000206	ORD000597	BILL	CUSTOMER_RA	DHL	KNR885010	KNR885010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000207	ORD000678	BILL	CUSTOMER_RA	DHL	KNR666010	KNR666010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000209	ORD000553	BILL	CUSTOMER_RA	DHL	KNR445010	KNR445010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000211	ORD000958	BILL	CUSTOMER_RA	DHL	KNR729010	KNR729010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000213	ORD000854	BILL	CUSTOMER_RA	DHL	KNR338010	KNR338010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000214	ORD000329	BILL	CUSTOMER_RA	DHL	KNR623010	KNR623010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000215	ORD000392	BILL	CUSTOMER_RA	HERMES	KNR683010	KNR683010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000217	ORD000428	BILL	CUSTOMER_RA	HERMES	KNR224010	KNR224010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000218	ORD001200	BILL	CUSTOMER_RA	DHL	KNR641110	KNR641110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000220	ORD000988	VISA	CUSTOMER_RA	DHL	KNR559010	KNR559010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000225	ORD000542	BILL	CUSTOMER_RA	DHL	KNR335010	KNR335010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000227	ORD000542	BILL	CUSTOMER_RA	DHL	KNR335010	KNR335010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000228	ORD000880	BILL	CUSTOMER_RA	DHL	KNR958010	KNR958010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000230	ORD000435	BILL	CUSTOMER_RA	DHL	KNR924010	KNR924010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000232	ORD000631	BILL	CUSTOMER_RA	DHL	KNR126010	KNR126010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000233	ORD000608	BILL	CUSTOMER_RA	DHL	KNR995010	KNR995010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000234	ORD000771	BILL	CUSTOMER_RA	DHL	KNR557010	KNR557010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000235	ORD000805	BILL	CUSTOMER_RA	DHL	KNR887010	KNR887010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000238	ORD000788	COD 	CARRIER_SO	DHL	KNR277010	KNR277010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000239	ORD002800	BILL	CARRIER_AV	DHL	KNR516210	KNR516210	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000241	ORD001040	BILL	CARRIER_SO	DHL	KNR400110	KNR400110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000242	ORD000310	BILL	CUSTOMER_RA	DHL	KNR703010	KNR703010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000243	ORD000356	COD 	CARRIER_AV	DHL	KNR153010	KNR153010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000247	ORD000648	BILL	CUSTOMER_RA	DHL	KNR736010	KNR736010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000250	ORD001034	BILL	CUSTOMER_RA	HERMES	KNR899010	KNR899010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000252	ORD000991	COD 	CARRIER_AV	DHL	KNR859010	KNR859010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000255	ORD000424	VISA	CARRIER_UV	DHL	KNR814010	KNR814010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000256	ORD000495	BILL	CUSTOMER_RA	DHL	KNR884010	KNR884010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000258	ORD000804	BILL	CARRIER_UV	DHL	KNR787010	KNR787010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000260	ORD001627	BILL	CUSTOMER_RA	HERMES	KNR145110	KNR145110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000262	ORD000936	BILL	CARRIER_UV	DHL	KNR909010	KNR909010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000263	ORD000562	BILL	CUSTOMER_RA	DHL	KNR355010	KNR355010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000264	ORD001280	BILL	CARRIER_UV	DHL	KNR912110	KNR912110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000265	ORD000475	BILL	CUSTOMER_RA	DHL	KNR864010	KNR864010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000270	ORD002772	BILL	CARRIER_UV	DHL	KNR195210	KNR195210	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000275	ORD000673	BILL	CUSTOMER_RA	HERMES	KNR166010	KNR166010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000276	ORD001175	BILL	CUSTOMER_RA	DHL	KNR521110	KNR521110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000277	ORD000469	BILL	CUSTOMER_RA	DHL	KNR264010	KNR264010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000278	ORD001507	BILL	CUSTOMER_RA	DHL	KNR924110	KNR924110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000280	ORD001542	BILL	CUSTOMER_RA	DHL	KNR364110	KNR364110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000284	ORD001051	BILL	CUSTOMER_RA	HERMES	KNR410110	KNR410110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000286	ORD001396	BILL	CUSTOMER_RA	DHL	KNR523110	KNR523110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000287	ORD000777	BILL	CUSTOMER_RA	DHL	KNR167010	KNR167010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000289	ORD001446	BILL	CUSTOMER_RA	HERMES	KNR373110	KNR373110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000290	ORD001248	BILL	CUSTOMER_RA	HERMES	KNR881110	KNR881110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000291	ORD002268	BILL	CUSTOMER_RA	DHL	KNR831210	KNR831210	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000293	ORD001915	BILL	CUSTOMER_RA	DHL	KNR118110	KNR118110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000295	ORD000855	BILL	CUSTOMER_RA	DHL	KNR438010	KNR438010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000296	ORD000458	BILL	CUSTOMER_RA	DHL	KNR154010	KNR154010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000297	ORD000630	BILL	CUSTOMER_RA	DHL	KNR026010	KNR026010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000298	ORD001411	BILL	CUSTOMER_RA	DHL	KNR043110	KNR043110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000299	ORD000630	BILL	CUSTOMER_RA	DHL	KNR026010	KNR026010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000300	ORD001380	BILL	CUSTOMER_RA	DHL	KNR013110	KNR013110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000302	ORD000751	BILL	CUSTOMER_RA	DHL	KNR637010	KNR637010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000304	ORD001519	BILL	CUSTOMER_RA	DHL	KNR144110	KNR144110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000308	ORD000225	BILL	CUSTOMER_RA	DHL	KNR422010	KNR422010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000309	ORD000223	BILL	CUSTOMER_RA	HERMES	KNR222010	KNR222010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000311	ORD001333	BILL	CUSTOMER_RA	HERMES	KNR762110	KNR762110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000312	ORD002431	BILL	CUSTOMER_RA	DHL	KNR882210	KNR882210	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000313	ORD000706	BILL	CUSTOMER_RA	DHL	KNR196010	KNR196010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000315	ORD001568	BILL	CUSTOMER_RA	DHL	KNR784110	KNR784110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000316	ORD001349	BILL	CUSTOMER_RA	HERMES	KNR382110	KNR382110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000317	ORD000247	BILL	CUSTOMER_RA	HERMES	KNR542010	KNR542010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000319	ORD002398	BILL	CUSTOMER_RA	DHL	KNR752210	KNR752210	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000320	ORD000516	BILL	CUSTOMER_RA	DHL	KNR805010	KNR805010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000322	ORD000259	BILL	CUSTOMER_RA	DHL	KNR652010	KNR652010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000323	ORD000534	BILL	CUSTOMER_RA	DHL	KNR525010	KNR525010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000325	ORD000440	BILL	CUSTOMER_RA	DHL	KNR434010	KNR434010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000326	ORD001264	BILL	CUSTOMER_RA	HERMES	KNR402110	KNR402110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000328	ORD000928	BILL	CUSTOMER_RA	HERMES	KNR109010	KNR109010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000329	ORD000385	BILL	CUSTOMER_RA	DHL	KNR973010	KNR973010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000331	ORD001916	BILL	CUSTOMER_RA	DHL	KNR218110	KNR218110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000332	ORD001991	BILL	CUSTOMER_RA	DHL	KNR188110	KNR188110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000334	ORD000414	BILL	CUSTOMER_RA	DHL	KNR804010	KNR804010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000337	ORD000998	BILL	CUSTOMER_RA	HERMES	KNR469010	KNR469010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000338	ORD000267	BILL	CUSTOMER_RA	DHL	KNR462010	KNR462010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000340	ORD000362	BILL	CUSTOMER_RA	DHL	KNR753010	KNR753010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000341	ORD000230	MASTER	CUSTOMER_RA	DHL	KNR922010	KNR922010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000342	ORD001961	BILL	CUSTOMER_RA	DHL	KNR258110	KNR258110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000344	ORD001103	BILL	CUSTOMER_RA	DHL	KNR260110	KNR260110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000345	ORD000519	VISA	CUSTOMER_RA	DHL	KNR115010	KNR115010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000346	ORD001561	BILL	CUSTOMER_RA	HERMES	KNR084110	KNR084110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000348	ORD001441	BILL	CUSTOMER_RA	HERMES	KNR863110	KNR863110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000349	ORD000955	BILL	CUSTOMER_RA	HERMES	KNR429010	KNR429010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000350	ORD000319	BILL	CUSTOMER_RA	HERMES	KNR613010	KNR613010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000352	ORD000615	BILL	CUSTOMER_RA	DHL	KNR606010	KNR606010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000353	ORD000620	BILL	CUSTOMER_RA	HERMES	KNR116010	KNR116010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000354	ORD000660	BILL	CUSTOMER_RA	HERMES	KNR946010	KNR946010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000355	ORD000417	BILL	CUSTOMER_RA	DHL	KNR114010	KNR114010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000360	ORD001532	BILL	CUSTOMER_RA	DHL	KNR454110	KNR454110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000362	ORD001925	BILL	CUSTOMER_RA	DHL	KNR128110	KNR128110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000364	ORD001676	BILL	CUSTOMER_RA	DHL	KNR885110	KNR885110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000366	ORD000552	BILL	CUSTOMER_RA	DHL	KNR345010	KNR345010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000367	ORD001478	BILL	CUSTOMER_RA	DHL	KNR404110	KNR404110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000368	ORD001135	BILL	CUSTOMER_RA	HERMES	KNR780110	KNR780110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000369	ORD002336	BILL	CUSTOMER_RA	HERMES	KNR102210	KNR102210	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000370	ORD002652	BILL	CUSTOMER_RA	DHL	KNR084210	KNR084210	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000371	ORD002218	BILL	CUSTOMER_RA	DHL	KNR490210	KNR490210	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000372	ORD000402	BILL	CUSTOMER_RA	DHL	KNR693010	KNR693010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000373	ORD001572	BILL	CUSTOMER_RA	DHL	KNR194110	KNR194110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000374	ORD001833	BILL	CUSTOMER_RA	DHL	KNR337110	KNR337110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000375	ORD001834	BILL	CUSTOMER_RA	DHL	KNR437110	KNR437110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000376	ORD000945	BILL	CUSTOMER_RA	HERMES	KNR619010	KNR619010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000377	ORD000893	BILL	CUSTOMER_RA	DHL	KNR178010	KNR178010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000378	ORD002015	BILL	CUSTOMER_RA	DHL	KNR609110	KNR609110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000383	ORD000308	BILL	CUSTOMER_RA	DHL	KNR503010	KNR503010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000384	ORD000512	BILL	CUSTOMER_RA	DHL	KNR505010	KNR505010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000387	ORD000752	BILL	CUSTOMER_RA	DHL	KNR737010	KNR737010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000388	ORD001450	BILL	CUSTOMER_RA	HERMES	KNR773110	KNR773110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000391	ORD002413	BILL	CUSTOMER_RA	DHL	KNR172210	KNR172210	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000392	ORD001133	BILL	CUSTOMER_RA	DHL	KNR580110	KNR580110	2010-05-19 00:00:00.000	2010-05-23 00:00:00.000
IW	Ret000397	ORD002596	BILL	CUSTOMER_RA	DHL	KNR334210	KNR334210	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000398	ORD001583	BILL	CUSTOMER_RA	DHL	KNR005110	KNR005110	2010-05-19 00:00:00.000	2010-05-23 00:00:00.000
IW	Ret000403	ORD002109	BILL	CUSTOMER_RA	DHL	KNR299110	KNR299110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000405	ORD001890	BILL	CUSTOMER_RA	HERMES	KNR887110	KNR887110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000406	ORD000614	BILL	CUSTOMER_RA	DHL	KNR506010	KNR506010	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000407	ORD002928	BILL	CUSTOMER_RA	DHL	KNR127210	KNR127210	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000408	ORD002118	BILL	CUSTOMER_RA	HERMES	KNR100210	KNR100210	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000410	ORD001546	BILL	CUSTOMER_RA	HERMES	KNR664110	KNR664110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000413	ORD001757	BILL	CUSTOMER_RA	DHL	KNR166110	KNR166110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000418	ORD001583	BILL	CUSTOMER_RA	DHL	KNR005110	KNR005110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000421	ORD001133	BILL	CUSTOMER_RA	DHL	KNR580110	KNR580110	2010-05-19 00:00:00.000	2010-05-19 00:00:00.000
IW	Ret000425	ORD002743	BILL	CUSTOMER_RA	HERMES	KNR665210	KNR665210	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000426	ORD002786	BILL	CUSTOMER_RA	DHL	KNR406210	KNR406210	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000427	ORD002188	BILL	CUSTOMER_RA	DHL	KNR560210	KNR560210	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000428	ORD002190	BILL	CUSTOMER_RA	DHL	KNR760210	KNR760210	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000432	ORD000907	BILL	CUSTOMER_RA	DHL	KNR388010	KNR388010	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000433	ORD002292	BILL	CUSTOMER_RA	DHL	KNR061210	KNR061210	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000434	ORD003218	VISA	CUSTOMER_RA	DHL	KNR399210	KNR399210	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000436	ORD002610	BILL	CUSTOMER_RA	DHL	KNR644210	KNR644210	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000437	ORD003118	BILL	CUSTOMER_RA	DHL	KNR119210	KNR119210	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000439	ORD000883	BILL	CUSTOMER_RA	DHL	KNR168010	KNR168010	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000441	ORD001899	BILL	CUSTOMER_RA	DHL	KNR797110	KNR797110	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000442	ORD002754	BILL	CUSTOMER_RA	DHL	KNR575210	KNR575210	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000444	ORD001025	BILL	CUSTOMER_RA	DHL	KNR099010	KNR099010	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000445	ORD001340	BILL	CUSTOMER_RA	DHL	KNR472110	KNR472110	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000446	ORD001982	BILL	CUSTOMER_RA	HERMES	KNR278110	KNR278110	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000447	ORD002262	BILL	CUSTOMER_RA	DHL	KNR331210	KNR331210	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000448	ORD000652	BILL	CUSTOMER_RA	DHL	KNR146010	KNR146010	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000449	ORD001916	BILL	CUSTOMER_RA	DHL	KNR218110	KNR218110	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000451	ORD001532	BILL	CUSTOMER_RA	DHL	KNR454110	KNR454110	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000453	ORD000945	BILL	CUSTOMER_RA	HERMES	KNR619010	KNR619010	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000457	ORD001232	BILL	CUSTOMER_RA	DHL	KNR671110	KNR671110	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000458	ORD002136	BILL	CUSTOMER_RA	DHL	KNR810210	KNR810210	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000459	ORD002254	BILL	CUSTOMER_RA	DHL	KNR621210	KNR621210	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000463	ORD002761	BILL	CUSTOMER_RA	DHL	KNR285210	KNR285210	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000465	ORD000405	BILL	CUSTOMER_RA	DHL	KNR993010	KNR993010	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000467	ORD000303	BILL	CUSTOMER_RA	DHL	KNR003010	KNR003010	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000469	ORD000736	BILL	CUSTOMER_RA	DHL	KNR127010	KNR127010	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000470	ORD000268	BILL	CUSTOMER_RA	DHL	KNR562010	KNR562010	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000471	ORD001418	BILL	CUSTOMER_RA	DHL	KNR743110	KNR743110	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000473	ORD001135	BILL	CUSTOMER_RA	HERMES	KNR780110	KNR780110	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000474	ORD002226	BILL	CUSTOMER_RA	DHL	KNR201210	KNR201210	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000475	ORD001024	BILL	CUSTOMER_RA	HERMES	KNR989010	KNR989010	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000479	ORD001928	BILL	CUSTOMER_RA	DHL	KNR428110	KNR428110	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000482	ORD002622	BILL	CUSTOMER_RA	DHL	KNR654210	KNR654210	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000486	ORD000289	BILL	CUSTOMER_RA	DHL	KNR682010	KNR682010	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000488	ORD002256	BILL	CUSTOMER_RA	HERMES	KNR721210	KNR721210	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000489	ORD001146	BILL	CUSTOMER_RA	HERMES	KNR790110	KNR790110	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
IW	Ret000491	ORD002260	BILL	CUSTOMER_RA	DHL	KNR131210	KNR131210	2010-05-24 00:00:00.000	2010-05-24 00:00:00.000
